Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,Note
United States,11/24/2018,US,2018,47,45-64 years,10331,2015-2019,Unweighted,,
United States,12/01/2018,US,2018,48,45-64 years,10172,2015-2019,Unweighted,,
United States,12/08/2018,US,2018,49,45-64 years,10555,2015-2019,Unweighted,,
United States,12/15/2018,US,2018,50,45-64 years,10675,2015-2019,Unweighted,,
United States,12/22/2018,US,2018,51,45-64 years,10578,2015-2019,Unweighted,,
United States,12/29/2018,US,2018,52,45-64 years,10552,2015-2019,Unweighted,,
United States,01/05/2019,US,2019,1,45-64 years,11131,2015-2019,Unweighted,,
United States,01/12/2019,US,2019,2,45-64 years,10955,2015-2019,Unweighted,,
United States,01/19/2019,US,2019,3,45-64 years,10740,2015-2019,Unweighted,,
United States,01/26/2019,US,2019,4,45-64 years,10862,2015-2019,Unweighted,,
United States,02/02/2019,US,2019,5,45-64 years,10977,2015-2019,Unweighted,,
United States,02/09/2019,US,2019,6,45-64 years,10925,2015-2019,Unweighted,,
United States,02/16/2019,US,2019,7,45-64 years,10854,2015-2019,Unweighted,,
United States,02/23/2019,US,2019,8,45-64 years,10871,2015-2019,Unweighted,,
United States,03/02/2019,US,2019,9,45-64 years,10885,2015-2019,Unweighted,,
United States,03/09/2019,US,2019,10,45-64 years,10945,2015-2019,Unweighted,,
United States,03/16/2019,US,2019,11,45-64 years,10742,2015-2019,Unweighted,,
United States,03/23/2019,US,2019,12,45-64 years,10651,2015-2019,Unweighted,,
United States,03/30/2019,US,2019,13,45-64 years,10381,2015-2019,Unweighted,,
United States,04/06/2019,US,2019,14,45-64 years,10567,2015-2019,Unweighted,,
United States,04/13/2019,US,2019,15,45-64 years,10297,2015-2019,Unweighted,,
United States,04/20/2019,US,2019,16,45-64 years,10272,2015-2019,Unweighted,,
United States,04/27/2019,US,2019,17,45-64 years,10148,2015-2019,Unweighted,,
United States,05/04/2019,US,2019,18,45-64 years,10113,2015-2019,Unweighted,,
United States,05/11/2019,US,2019,19,45-64 years,10272,2015-2019,Unweighted,,
United States,05/18/2019,US,2019,20,45-64 years,10080,2015-2019,Unweighted,,
United States,05/25/2019,US,2019,21,45-64 years,10069,2015-2019,Unweighted,,
United States,06/01/2019,US,2019,22,45-64 years,10111,2015-2019,Unweighted,,
United States,06/08/2019,US,2019,23,45-64 years,10276,2015-2019,Unweighted,,
United States,06/15/2019,US,2019,24,45-64 years,9928,2015-2019,Unweighted,,
United States,06/22/2019,US,2019,25,45-64 years,9955,2015-2019,Unweighted,,
United States,06/29/2019,US,2019,26,45-64 years,9961,2015-2019,Unweighted,,
United States,07/06/2019,US,2019,27,45-64 years,10241,2015-2019,Unweighted,,
United States,07/13/2019,US,2019,28,45-64 years,10133,2015-2019,Unweighted,,
United States,07/20/2019,US,2019,29,45-64 years,10050,2015-2019,Unweighted,,
United States,07/27/2019,US,2019,30,45-64 years,9977,2015-2019,Unweighted,,
United States,08/03/2019,US,2019,31,45-64 years,9810,2015-2019,Unweighted,,
United States,08/10/2019,US,2019,32,45-64 years,9885,2015-2019,Unweighted,,
United States,08/17/2019,US,2019,33,45-64 years,9647,2015-2019,Unweighted,,
United States,08/24/2019,US,2019,34,45-64 years,9768,2015-2019,Unweighted,,
United States,08/31/2019,US,2019,35,45-64 years,9835,2015-2019,Unweighted,,
United States,09/07/2019,US,2019,36,45-64 years,10008,2015-2019,Unweighted,,
United States,09/14/2019,US,2019,37,45-64 years,9759,2015-2019,Unweighted,,
United States,09/21/2019,US,2019,38,45-64 years,9799,2015-2019,Unweighted,,
United States,09/28/2019,US,2019,39,45-64 years,9949,2015-2019,Unweighted,,
United States,10/05/2019,US,2019,40,45-64 years,9993,2015-2019,Unweighted,,
United States,10/12/2019,US,2019,41,45-64 years,9938,2015-2019,Unweighted,,
United States,10/19/2019,US,2019,42,45-64 years,10127,2015-2019,Unweighted,,
United States,10/26/2019,US,2019,43,45-64 years,9935,2015-2019,Unweighted,,
United States,11/02/2019,US,2019,44,45-64 years,10024,2015-2019,Unweighted,,
United States,11/09/2019,US,2019,45,45-64 years,10520,2015-2019,Unweighted,,
United States,11/16/2019,US,2019,46,45-64 years,10394,2015-2019,Unweighted,,
United States,11/23/2019,US,2019,47,45-64 years,10349,2015-2019,Unweighted,,
United States,11/30/2019,US,2019,48,45-64 years,10273,2015-2019,Unweighted,,
United States,12/07/2019,US,2019,49,45-64 years,10716,2015-2019,Unweighted,,
United States,12/14/2019,US,2019,50,45-64 years,10621,2015-2019,Unweighted,,
United States,12/21/2019,US,2019,51,45-64 years,10523,2015-2019,Unweighted,,
United States,12/28/2019,US,2019,52,45-64 years,10750,2015-2019,Unweighted,,
United States,01/04/2020,US,2020,1,45-64 years,11220,2020,Unweighted,,
United States,01/11/2020,US,2020,2,45-64 years,11120,2020,Unweighted,,
United States,01/18/2020,US,2020,3,45-64 years,10955,2020,Unweighted,,
United States,01/25/2020,US,2020,4,45-64 years,10872,2020,Unweighted,,
United States,02/01/2020,US,2020,5,45-64 years,10822,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/08/2020,US,2020,6,45-64 years,11070,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/15/2020,US,2020,7,45-64 years,10829,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/22/2020,US,2020,8,45-64 years,10860,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/29/2020,US,2020,9,45-64 years,10995,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/07/2020,US,2020,10,45-64 years,11064,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/14/2020,US,2020,11,45-64 years,10791,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/21/2020,US,2020,12,45-64 years,10890,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/28/2020,US,2020,13,45-64 years,11562,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/04/2020,US,2020,14,45-64 years,13581,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/11/2020,US,2020,15,45-64 years,14397,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/18/2020,US,2020,16,45-64 years,13603,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/25/2020,US,2020,17,45-64 years,13261,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/02/2020,US,2020,18,45-64 years,12446,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/09/2020,US,2020,19,45-64 years,12629,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/16/2020,US,2020,20,45-64 years,12025,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/23/2020,US,2020,21,45-64 years,11844,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/30/2020,US,2020,22,45-64 years,11370,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/06/2020,US,2020,23,45-64 years,11659,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/13/2020,US,2020,24,45-64 years,11501,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/20/2020,US,2020,25,45-64 years,11431,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/27/2020,US,2020,26,45-64 years,11467,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/04/2020,US,2020,27,45-64 years,12051,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/11/2020,US,2020,28,45-64 years,12524,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/18/2020,US,2020,29,45-64 years,12409,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/25/2020,US,2020,30,45-64 years,12565,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/01/2020,US,2020,31,45-64 years,12611,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/08/2020,US,2020,32,45-64 years,12678,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/15/2020,US,2020,33,45-64 years,12343,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/22/2020,US,2020,34,45-64 years,12007,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/29/2020,US,2020,35,45-64 years,11741,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/05/2020,US,2020,36,45-64 years,11644,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/12/2020,US,2020,37,45-64 years,11572,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/19/2020,US,2020,38,45-64 years,11276,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/26/2020,US,2020,39,45-64 years,11278,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/03/2020,US,2020,40,45-64 years,11024,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/10/2020,US,2020,41,45-64 years,11382,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/17/2020,US,2020,42,45-64 years,10845,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/24/2020,US,2020,43,45-64 years,11091,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/31/2020,US,2020,44,45-64 years,11109,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/07/2020,US,2020,45,45-64 years,11574,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/14/2020,US,2020,46,45-64 years,11804,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/21/2020,US,2020,47,45-64 years,11849,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/28/2020,US,2020,48,45-64 years,11933,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/05/2020,US,2020,49,45-64 years,12590,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/12/2020,US,2020,50,45-64 years,13172,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/19/2020,US,2020,51,45-64 years,12777,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/26/2020,US,2020,52,45-64 years,12706,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,01/02/2021,US,2020,53,45-64 years,11629,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,01/09/2021,US,2021,1,45-64 years,9808,2021,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,01/16/2021,US,2021,2,45-64 years,8650,2021,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,01/23/2021,US,2021,3,45-64 years,6684,2021,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,01/10/2015,US,2015,1,65-74 years,10711,2015-2019,Unweighted,,
United States,01/17/2015,US,2015,2,65-74 years,10552,2015-2019,Unweighted,,
United States,01/24/2015,US,2015,3,65-74 years,10070,2015-2019,Unweighted,,
United States,01/31/2015,US,2015,4,65-74 years,10113,2015-2019,Unweighted,,
United States,02/07/2015,US,2015,5,65-74 years,10081,2015-2019,Unweighted,,
United States,02/14/2015,US,2015,6,65-74 years,10343,2015-2019,Unweighted,,
United States,02/21/2015,US,2015,7,65-74 years,9979,2015-2019,Unweighted,,
United States,02/28/2015,US,2015,8,65-74 years,10072,2015-2019,Unweighted,,
United States,03/07/2015,US,2015,9,65-74 years,10165,2015-2019,Unweighted,,
United States,03/14/2015,US,2015,10,65-74 years,9925,2015-2019,Unweighted,,
United States,03/21/2015,US,2015,11,65-74 years,9937,2015-2019,Unweighted,,
United States,03/28/2015,US,2015,12,65-74 years,9585,2015-2019,Unweighted,,
United States,04/04/2015,US,2015,13,65-74 years,9698,2015-2019,Unweighted,,
United States,04/11/2015,US,2015,14,65-74 years,9798,2015-2019,Unweighted,,
United States,04/18/2015,US,2015,15,65-74 years,9615,2015-2019,Unweighted,,
United States,04/25/2015,US,2015,16,65-74 years,9531,2015-2019,Unweighted,,
United States,05/02/2015,US,2015,17,65-74 years,9257,2015-2019,Unweighted,,
United States,05/09/2015,US,2015,18,65-74 years,9415,2015-2019,Unweighted,,
United States,05/16/2015,US,2015,19,65-74 years,9323,2015-2019,Unweighted,,
United States,05/23/2015,US,2015,20,65-74 years,9032,2015-2019,Unweighted,,
United States,05/30/2015,US,2015,21,65-74 years,9208,2015-2019,Unweighted,,
United States,06/06/2015,US,2015,22,65-74 years,8900,2015-2019,Unweighted,,
United States,06/13/2015,US,2015,23,65-74 years,9156,2015-2019,Unweighted,,
United States,06/20/2015,US,2015,24,65-74 years,8975,2015-2019,Unweighted,,
United States,06/27/2015,US,2015,25,65-74 years,9094,2015-2019,Unweighted,,
United States,07/04/2015,US,2015,26,65-74 years,8997,2015-2019,Unweighted,,
United States,07/11/2015,US,2015,27,65-74 years,9040,2015-2019,Unweighted,,
United States,07/18/2015,US,2015,28,65-74 years,9126,2015-2019,Unweighted,,
United States,07/25/2015,US,2015,29,65-74 years,8905,2015-2019,Unweighted,,
United States,08/01/2015,US,2015,30,65-74 years,8900,2015-2019,Unweighted,,
United States,08/08/2015,US,2015,31,65-74 years,8870,2015-2019,Unweighted,,
United States,08/15/2015,US,2015,32,65-74 years,8781,2015-2019,Unweighted,,
United States,08/22/2015,US,2015,33,65-74 years,9026,2015-2019,Unweighted,,
United States,08/29/2015,US,2015,34,65-74 years,8967,2015-2019,Unweighted,,
United States,09/05/2015,US,2015,35,65-74 years,9002,2015-2019,Unweighted,,
United States,09/12/2015,US,2015,36,65-74 years,9136,2015-2019,Unweighted,,
United States,09/19/2015,US,2015,37,65-74 years,9274,2015-2019,Unweighted,,
United States,09/26/2015,US,2015,38,65-74 years,9119,2015-2019,Unweighted,,
United States,10/03/2015,US,2015,39,65-74 years,9133,2015-2019,Unweighted,,
United States,10/10/2015,US,2015,40,65-74 years,9544,2015-2019,Unweighted,,
United States,10/17/2015,US,2015,41,65-74 years,9295,2015-2019,Unweighted,,
United States,10/24/2015,US,2015,42,65-74 years,9346,2015-2019,Unweighted,,
United States,10/31/2015,US,2015,43,65-74 years,9362,2015-2019,Unweighted,,
United States,11/07/2015,US,2015,44,65-74 years,9565,2015-2019,Unweighted,,
United States,11/14/2015,US,2015,45,65-74 years,9403,2015-2019,Unweighted,,
United States,11/21/2015,US,2015,46,65-74 years,9584,2015-2019,Unweighted,,
United States,11/28/2015,US,2015,47,65-74 years,9527,2015-2019,Unweighted,,
United States,12/05/2015,US,2015,48,65-74 years,9579,2015-2019,Unweighted,,
United States,12/12/2015,US,2015,49,65-74 years,10016,2015-2019,Unweighted,,
United States,12/19/2015,US,2015,50,65-74 years,9634,2015-2019,Unweighted,,
United States,12/26/2015,US,2015,51,65-74 years,9757,2015-2019,Unweighted,,
United States,01/02/2016,US,2015,52,65-74 years,9736,2015-2019,Unweighted,,
United States,01/09/2016,US,2016,1,65-74 years,10268,2015-2019,Unweighted,,
United States,01/16/2016,US,2016,2,65-74 years,10185,2015-2019,Unweighted,,
United States,01/23/2016,US,2016,3,65-74 years,10112,2015-2019,Unweighted,,
United States,01/30/2016,US,2016,4,65-74 years,10133,2015-2019,Unweighted,,
United States,02/06/2016,US,2016,5,65-74 years,10026,2015-2019,Unweighted,,
United States,02/13/2016,US,2016,6,65-74 years,10326,2015-2019,Unweighted,,
United States,02/20/2016,US,2016,7,65-74 years,10363,2015-2019,Unweighted,,
United States,02/27/2016,US,2016,8,65-74 years,10208,2015-2019,Unweighted,,
United States,03/05/2016,US,2016,9,65-74 years,10401,2015-2019,Unweighted,,
United States,03/12/2016,US,2016,10,65-74 years,10429,2015-2019,Unweighted,,
United States,03/19/2016,US,2016,11,65-74 years,10048,2015-2019,Unweighted,,
United States,03/26/2016,US,2016,12,65-74 years,10275,2015-2019,Unweighted,,
United States,04/02/2016,US,2016,13,65-74 years,10201,2015-2019,Unweighted,,
United States,04/09/2016,US,2016,14,65-74 years,10064,2015-2019,Unweighted,,
United States,04/16/2016,US,2016,15,65-74 years,10167,2015-2019,Unweighted,,
United States,04/23/2016,US,2016,16,65-74 years,9826,2015-2019,Unweighted,,
United States,04/30/2016,US,2016,17,65-74 years,9682,2015-2019,Unweighted,,
United States,05/07/2016,US,2016,18,65-74 years,9694,2015-2019,Unweighted,,
United States,05/14/2016,US,2016,19,65-74 years,9471,2015-2019,Unweighted,,
United States,05/21/2016,US,2016,20,65-74 years,9469,2015-2019,Unweighted,,
United States,05/28/2016,US,2016,21,65-74 years,9421,2015-2019,Unweighted,,
United States,06/04/2016,US,2016,22,65-74 years,9360,2015-2019,Unweighted,,
United States,06/11/2016,US,2016,23,65-74 years,9486,2015-2019,Unweighted,,
United States,06/18/2016,US,2016,24,65-74 years,9514,2015-2019,Unweighted,,
United States,06/25/2016,US,2016,25,65-74 years,9342,2015-2019,Unweighted,,
United States,07/02/2016,US,2016,26,65-74 years,9255,2015-2019,Unweighted,,
United States,07/09/2016,US,2016,27,65-74 years,9365,2015-2019,Unweighted,,
United States,07/16/2016,US,2016,28,65-74 years,9290,2015-2019,Unweighted,,
United States,07/23/2016,US,2016,29,65-74 years,9197,2015-2019,Unweighted,,
United States,07/30/2016,US,2016,30,65-74 years,9484,2015-2019,Unweighted,,
United States,08/06/2016,US,2016,31,65-74 years,9468,2015-2019,Unweighted,,
United States,08/13/2016,US,2016,32,65-74 years,9390,2015-2019,Unweighted,,
United States,08/20/2016,US,2016,33,65-74 years,9514,2015-2019,Unweighted,,
United States,08/27/2016,US,2016,34,65-74 years,9357,2015-2019,Unweighted,,
United States,09/03/2016,US,2016,35,65-74 years,9398,2015-2019,Unweighted,,
United States,09/10/2016,US,2016,36,65-74 years,9305,2015-2019,Unweighted,,
United States,09/17/2016,US,2016,37,65-74 years,9367,2015-2019,Unweighted,,
United States,09/24/2016,US,2016,38,65-74 years,9418,2015-2019,Unweighted,,
United States,10/01/2016,US,2016,39,65-74 years,9282,2015-2019,Unweighted,,
United States,10/08/2016,US,2016,40,65-74 years,9552,2015-2019,Unweighted,,
United States,10/15/2016,US,2016,41,65-74 years,9681,2015-2019,Unweighted,,
United States,10/22/2016,US,2016,42,65-74 years,9582,2015-2019,Unweighted,,
United States,10/29/2016,US,2016,43,65-74 years,9743,2015-2019,Unweighted,,
United States,11/05/2016,US,2016,44,65-74 years,9669,2015-2019,Unweighted,,
United States,11/12/2016,US,2016,45,65-74 years,9750,2015-2019,Unweighted,,
United States,11/19/2016,US,2016,46,65-74 years,10037,2015-2019,Unweighted,,
United States,11/26/2016,US,2016,47,65-74 years,9823,2015-2019,Unweighted,,
United States,12/03/2016,US,2016,48,65-74 years,10223,2015-2019,Unweighted,,
United States,12/10/2016,US,2016,49,65-74 years,10408,2015-2019,Unweighted,,
United States,12/17/2016,US,2016,50,65-74 years,10663,2015-2019,Unweighted,,
United States,12/24/2016,US,2016,51,65-74 years,10647,2015-2019,Unweighted,,
United States,12/31/2016,US,2016,52,65-74 years,10656,2015-2019,Unweighted,,
United States,01/07/2017,US,2017,1,65-74 years,11095,2015-2019,Unweighted,,
United States,01/14/2017,US,2017,2,65-74 years,11426,2015-2019,Unweighted,,
United States,01/21/2017,US,2017,3,65-74 years,10916,2015-2019,Unweighted,,
United States,01/28/2017,US,2017,4,65-74 years,10790,2015-2019,Unweighted,,
United States,02/04/2017,US,2017,5,65-74 years,10797,2015-2019,Unweighted,,
United States,02/11/2017,US,2017,6,65-74 years,11081,2015-2019,Unweighted,,
United States,02/18/2017,US,2017,7,65-74 years,10783,2015-2019,Unweighted,,
United States,02/25/2017,US,2017,8,65-74 years,10896,2015-2019,Unweighted,,
United States,03/04/2017,US,2017,9,65-74 years,10696,2015-2019,Unweighted,,
United States,03/11/2017,US,2017,10,65-74 years,10671,2015-2019,Unweighted,,
United States,03/18/2017,US,2017,11,65-74 years,10685,2015-2019,Unweighted,,
United States,03/25/2017,US,2017,12,65-74 years,10599,2015-2019,Unweighted,,
United States,04/01/2017,US,2017,13,65-74 years,10500,2015-2019,Unweighted,,
United States,04/08/2017,US,2017,14,65-74 years,10395,2015-2019,Unweighted,,
United States,04/15/2017,US,2017,15,65-74 years,10259,2015-2019,Unweighted,,
United States,04/22/2017,US,2017,16,65-74 years,10060,2015-2019,Unweighted,,
United States,04/29/2017,US,2017,17,65-74 years,10084,2015-2019,Unweighted,,
United States,05/06/2017,US,2017,18,65-74 years,10064,2015-2019,Unweighted,,
United States,05/13/2017,US,2017,19,65-74 years,9994,2015-2019,Unweighted,,
United States,05/20/2017,US,2017,20,65-74 years,9787,2015-2019,Unweighted,,
United States,05/27/2017,US,2017,21,65-74 years,9782,2015-2019,Unweighted,,
United States,06/03/2017,US,2017,22,65-74 years,9560,2015-2019,Unweighted,,
United States,06/10/2017,US,2017,23,65-74 years,9704,2015-2019,Unweighted,,
United States,06/17/2017,US,2017,24,65-74 years,9626,2015-2019,Unweighted,,
United States,06/24/2017,US,2017,25,65-74 years,9856,2015-2019,Unweighted,,
United States,07/01/2017,US,2017,26,65-74 years,9727,2015-2019,Unweighted,,
United States,07/08/2017,US,2017,27,65-74 years,9773,2015-2019,Unweighted,,
United States,07/15/2017,US,2017,28,65-74 years,9542,2015-2019,Unweighted,,
United States,07/22/2017,US,2017,29,65-74 years,9719,2015-2019,Unweighted,,
United States,07/29/2017,US,2017,30,65-74 years,9467,2015-2019,Unweighted,,
United States,08/05/2017,US,2017,31,65-74 years,9563,2015-2019,Unweighted,,
United States,08/12/2017,US,2017,32,65-74 years,9646,2015-2019,Unweighted,,
United States,08/19/2017,US,2017,33,65-74 years,9669,2015-2019,Unweighted,,
United States,08/26/2017,US,2017,34,65-74 years,9285,2015-2019,Unweighted,,
United States,09/02/2017,US,2017,35,65-74 years,9852,2015-2019,Unweighted,,
United States,09/09/2017,US,2017,36,65-74 years,9753,2015-2019,Unweighted,,
United States,09/16/2017,US,2017,37,65-74 years,9941,2015-2019,Unweighted,,
United States,09/23/2017,US,2017,38,65-74 years,9756,2015-2019,Unweighted,,
United States,09/30/2017,US,2017,39,65-74 years,9806,2015-2019,Unweighted,,
United States,10/07/2017,US,2017,40,65-74 years,9786,2015-2019,Unweighted,,
United States,10/14/2017,US,2017,41,65-74 years,9817,2015-2019,Unweighted,,
United States,10/21/2017,US,2017,42,65-74 years,10023,2015-2019,Unweighted,,
United States,10/28/2017,US,2017,43,65-74 years,10029,2015-2019,Unweighted,,
United States,11/04/2017,US,2017,44,65-74 years,10293,2015-2019,Unweighted,,
United States,11/11/2017,US,2017,45,65-74 years,10299,2015-2019,Unweighted,,
United States,11/18/2017,US,2017,46,65-74 years,10218,2015-2019,Unweighted,,
United States,11/25/2017,US,2017,47,65-74 years,10374,2015-2019,Unweighted,,
United States,12/02/2017,US,2017,48,65-74 years,10567,2015-2019,Unweighted,,
United States,12/09/2017,US,2017,49,65-74 years,10662,2015-2019,Unweighted,,
United States,12/16/2017,US,2017,50,65-74 years,10800,2015-2019,Unweighted,,
United States,12/23/2017,US,2017,51,65-74 years,11173,2015-2019,Unweighted,,
United States,12/30/2017,US,2017,52,65-74 years,11762,2015-2019,Unweighted,,
United States,01/06/2018,US,2018,1,65-74 years,12292,2015-2019,Unweighted,,
United States,01/13/2018,US,2018,2,65-74 years,12613,2015-2019,Unweighted,,
United States,01/20/2018,US,2018,3,65-74 years,12135,2015-2019,Unweighted,,
United States,01/27/2018,US,2018,4,65-74 years,11526,2015-2019,Unweighted,,
United States,02/03/2018,US,2018,5,65-74 years,11579,2015-2019,Unweighted,,
United States,02/10/2018,US,2018,6,65-74 years,11493,2015-2019,Unweighted,,
United States,02/17/2018,US,2018,7,65-74 years,11353,2015-2019,Unweighted,,
United States,02/24/2018,US,2018,8,65-74 years,11003,2015-2019,Unweighted,,
